
#S 55  ascan  th 24.8307 26.0308  40 2
#D Fri May 10 16:28:36 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.0076331 3.001320465 0.005927908825 1.5406 -4.345492604 4.385399697 -35 81.13531624 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.00763 3.00132 0.00592791
#P0 120.7995 25.43075 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 20.0824K  51.3158K 
#N 10
#L Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
25.474 3.00987 2.99908 0.00765455  0 242.107 403266 2 0 1093
25.504 3.01142 2.99752 0.00885221  0 242.093 403269 2 0 1008
25.534 3.01297 2.99596 0.0100499  0 242.096 403272 2 0 875
25.564 3.01452 2.9944 0.0112475  0 242.092 403275 2 0 734
25.594 3.01607 2.99284 0.0124452  0 242.089 403278 2 0 511
25.624 3.01762 2.99128 0.0136428  0 242.073 403281 2 0 288
25.654 3.01916 2.98972 0.0148405  0 242.075 403284 2 0 182
25.684 3.02071 2.98816 0.0160381  0 242.066 403287 2 0 119
25.714 3.02226 2.98659 0.0172358  0 242.078 403290 2 0 63
25.744 3.0238 2.98503 0.0184334  0 242.066 403293 2 0 41
25.774 3.02534 2.98346 0.0196311  0 242.062 403296 2 0 25
25.804 3.02689 2.9819 0.0208287  0 242.06 403299 2 0 13
25.834 3.02843 2.98033 0.0220263  0 242.048 403302 2 0 13
25.864 3.02997 2.97876 0.0232239  0 242.052 403305 2 0 13
25.894 3.03151 2.97719 0.0244215  0 242.053 403308 2 0 8
25.924 3.03305 2.97563 0.0256191  0 242.044 403311 2 0 8
25.954 3.03459 2.97406 0.0268167  0 242.053 403314 2 0 13
25.984 3.03613 2.97248 0.0280143  0 242.046 403317 2 0 5
26.014 3.03766 2.97091 0.0292119  0 242.044 403320 2 0 5
26.044 3.0392 2.96934 0.0304095  0 242.038 403323 2 0 6

#S 532  a2scan  tth 119.299 122.299  th 24.7007 26.2007  60 2
#D Sun May 12 06:43:28 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.008667997 3.000282896 0.006726354775 1.5406 -4.342800861 4.388083147 -35 81.13532466 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.00867 3.00028 0.00672635
#P0 120.7995 25.45075 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 0K  242.038K 
#N 11
#L 2Th  Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
119.2995 24.70075 2.98604 2.97772 0.00667576  242.998 242.038 403338 2 0 5
119.3495 24.72575 2.9868 2.97848 0.00667747  242.995 242.02 403343 2 0 9
119.3995 24.75075 2.98756 2.97924 0.00667917  242.997 242.018 403348 2 0 9
119.4495 24.77575 2.98832 2.98 0.00668087  242.995 0 403354 2 0 12
119.4995 24.80075 2.98908 2.98075 0.00668257  242.997 242.017 403359 2 0 10
119.5495 24.82575 2.98985 2.98151 0.00668427  242.998 0 403364 2 0 17
119.5995 24.85075 2.9906 2.98227 0.00668597  242.998 242.006 403369 2 0 17
119.6495 24.87575 2.99136 2.98303 0.00668767  242.997 242.007 403374 2 0 28
119.6995 24.90075 2.99212 2.98378 0.00668937  242.997 242.013 403377 2 0 31
119.7495 24.92575 2.99288 2.98454 0.00669106  0 242.012 403382 2 0 35
119.7995 24.95075 2.99364 2.9853 0.00669275  242.998 242.012 403386 2 0 48
119.8495 24.97575 2.9944 2.98605 0.00669445  242.998 242.012 403391 2 0 43
119.8995 25.00075 2.99515 2.9868 0.00669614  242.998 242.005 403396 2 0 49
119.9495 25.02575 2.99591 2.98756 0.00669783  242.997 242 403401 2 0 73
119.9995 25.05075 2.99666 2.98831 0.00669951  243.001 241.997 403406 2 0 111
120.0495 25.07575 2.99742 2.98906 0.0067012  242.998 241.991 403411 2 0 108
120.0995 25.10075 2.99817 2.98982 0.00670289  242.999 0 403416 2 0 112
120.1495 25.12575 2.99892 2.99057 0.00670457  242.997 242.001 403422 2 0 182
120.1995 25.15075 2.99968 2.99132 0.00670626  243 241.986 403427 2 0 221
120.2495 25.17575 3.00043 2.99207 0.00670794  242.999 241.989 403432 2 0 302
120.2995 25.20075 3.00118 2.99282 0.00670962  242.998 241.997 403437 2 0 375
120.3495 25.22575 3.00193 2.99357 0.0067113  242.998 241.99 403442 2 0 525
120.3995 25.25075 3.00268 2.99432 0.00671298  243 241.983 403447 2 0 599
120.4495 25.27575 3.00343 2.99506 0.00671465  242.998 241.997 403452 2 0 776
120.4995 25.30075 3.00418 2.99581 0.00671633  0 241.998 403457 2 0 994
120.5495 25.32575 3.00493 2.99656 0.006718  243 241.99 403462 2 0 1130
120.5995 25.35075 3.00568 2.9973 0.00671968  242.997 241.995 403467 2 0 1207
120.6495 25.37575 3.00643 2.99805 0.00672135  243.001 241.989 403473 2 0 1283
120.6995 25.40075 3.00718 2.99879 0.00672302  242.998 241.986 403478 2 0 1334
120.7495 25.42575 3.00792 2.99954 0.00672469  242.999 241.989 403483 2 0 1198
120.7995 25.45075 3.00867 3.00028 0.00672635  242.998 241.977 403488 2 0 1045
120.8495 25.47575 3.00941 3.00103 0.00672802  242.999 242.001 403493 2 0 909
120.8995 25.50075 3.01016 3.00177 0.00672969  242.998 241.979 403498 2 0 800
120.9495 25.52575 3.0109 3.00251 0.00673135  243 241.975 403503 2 0 749
120.9995 25.55075 3.01165 3.00325 0.00673301  242.998 241.979 403508 2 0 636
121.0495 25.57575 3.01239 3.00399 0.00673468  243.001 241.977 403514 2 0 529
121.0995 25.60075 3.01313 3.00473 0.00673634  242.999 241.991 403519 2 0 490
121.1495 25.62575 3.01387 3.00547 0.00673799  0 241.976 403524 2 0 406
121.1995 25.65075 3.01462 3.00621 0.00673965  242.998 241.98 403529 2 0 371
121.2495 25.67575 3.01536 3.00695 0.00674131  243.001 241.992 403534 2 0 289
121.2995 25.70075 3.0161 3.00769 0.00674296  242.999 241.992 403539 2 0 232
121.3495 25.72575 3.01684 3.00843 0.00674462  0 241.984 403544 2 0 171
121.3995 25.75075 3.01758 3.00917 0.00674627  243 241.981 403549 2 0 153
121.4495 25.77575 3.01831 3.0099 0.00674792  242.999 241.986 403554 2 0 78
121.4995 25.80075 3.01905 3.01064 0.00674957  242.999 241.981 403559 2 0 62
121.5495 25.82575 3.01979 3.01137 0.00675122  0 241.986 403564 2 0 56
121.5995 25.85075 3.02053 3.01211 0.00675287  242.999 241.976 403570 2 0 36
121.6495 25.87575 3.02126 3.01284 0.00675451  243 241.985 403575 2 0 27
121.6995 25.90075 3.022 3.01358 0.00675616  242.998 241.983 403580 2 0 20
121.7495 25.92575 3.02273 3.01431 0.0067578  0 241.979 403585 2 0 18
121.7995 25.95075 3.02347 3.01504 0.00675944  243.001 241.997 403590 2 0 5
121.8495 25.97575 3.0242 3.01577 0.00676108  242.999 241.988 403595 2 0 5
121.8995 26.00075 3.02494 3.01651 0.00676272  243.001 241.994 403600 2 0 4
121.9495 26.02575 3.02567 3.01724 0.00676436  243 241.979 403605 2 0 5
121.9995 26.05075 3.0264 3.01797 0.006766  242.999 241.983 403610 2 0 2
122.0495 26.07575 3.02713 3.0187 0.00676764  242.998 241.974 403616 2 0 1
122.0995 26.10075 3.02786 3.01943 0.00676927  243 241.989 403621 2 0 2
122.1495 26.12575 3.02859 3.02015 0.0067709  242.999 241.984 403626 2 0 3
122.1995 26.15075 3.02932 3.02088 0.00677254  0 241.987 403631 2 0 2
122.2495 26.17575 3.03005 3.02161 0.00677417  242.999 241.985 403636 2 0 4
122.2995 26.20075 3.03078 3.02234 0.0067758  243.001 241.981 403641 2 0 1
#C Sun May 12 06:48:51 2019.  Temperature Setpoint at 242.
#C Sun May 12 06:48:53 2019.  Temperature Setpoint at 242.

#S 533  ascan  th 24.8507 26.0508  40 2
#D Sun May 12 06:50:53 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.008667997 3.000282896 0.006726354775 1.5406 -4.342800861 4.388083147 -35 81.13532466 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.00867 3.00028 0.00672635
#P0 120.7995 25.45075 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 242.999K  241.987K 
#N 10
#L Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
24.85075 2.97746 3.03125 -0.0172269  0 241.312 403779 2 0 8
24.88075 2.97903 3.02971 -0.0160293  241.987 241.294 403783 2 0 4
24.91075 2.9806 3.02817 -0.0148317  241.987 241.297 403786 2 0 6
24.94075 2.98216 3.02663 -0.013634  241.986 241.285 403789 2 0 10
24.97075 2.98373 3.02508 -0.0124364  241.986 241.271 403792 2 0 13
25.00075 2.98529 3.02354 -0.0112387  241.988 241.259 403795 2 0 17
25.03075 2.98686 3.02199 -0.010041  241.988 241.258 403798 2 0 16
25.06075 2.98842 3.02045 -0.00884337  241.985 241.248 403801 2 0 36
25.09075 2.98998 3.0189 -0.0076457  241.991 241.243 403804 2 0 47
25.12075 2.99155 3.01736 -0.00644804  0 241.23 403806 2 0 74
25.15075 2.99311 3.01581 -0.00525037  0 241.233 403809 2 0 107
25.18075 2.99467 3.01426 -0.0040527  0 241.232 403812 2 0 185
25.21075 2.99623 3.01271 -0.00285502  0 241.198 403815 2 0 239
25.24075 2.99778 3.01116 -0.00165735  0 241.189 403818 2 0 322
25.27075 2.99934 3.00961 -0.000459677  0 241.187 403821 2 0 366
25.30075 3.0009 3.00806 0.000737997  0 241.185 403824 2 0 515
25.33075 3.00245 3.0065 0.00193567  0 241.182 403827 2 0 635
25.36075 3.00401 3.00495 0.00313334  0 241.168 403830 2 0 776
25.39075 3.00556 3.00339 0.00433101  0 241.178 403833 2 0 884
25.42075 3.00712 3.00184 0.00552869  0 241.163 403836 2 0 1052
25.45075 3.00867 3.00028 0.00672635  0 241.167 403839 2 0 1010
25.48075 3.01022 2.99873 0.00792402  0 241.15 403842 2 0 1038
25.51075 3.01177 2.99717 0.00912169  0 241.135 403845 2 0 1014
25.54075 3.01332 2.99561 0.0103193  0 241.15 403848 2 0 842
25.57075 3.01487 2.99405 0.011517  0 241.146 403851 2 0 638
25.60075 3.01642 2.99249 0.0127147  0 241.136 403854 2 0 437
25.63075 3.01797 2.99093 0.0139123  0 241.132 403857 2 0 241
25.66075 3.01951 2.98937 0.01511  0 241.131 403860 2 0 163
25.69075 3.02106 2.9878 0.0163076  0 241.13 403863 2 0 102
25.72075 3.0226 2.98624 0.0175053  0 241.119 403866 2 0 56
25.75075 3.02415 2.98468 0.0187029  0 241.117 403869 2 0 22
25.78075 3.02569 2.98311 0.0199005  0 241.105 403872 2 0 24
25.81075 3.02723 2.98154 0.0210981  0 241.104 403875 2 0 21
25.84075 3.02878 2.97998 0.0222958  0 241.107 403878 2 0 15
25.87075 3.03032 2.97841 0.0234934  0 241.112 403881 2 0 18
25.90075 3.03186 2.97684 0.024691  0 241.109 403884 2 0 11
25.93075 3.0334 2.97527 0.0258886  0 241.105 403887 2 0 14
25.96075 3.03493 2.9737 0.0270862  0 241.102 403890 2 0 11
25.99075 3.03647 2.97213 0.0282838  0 241.085 403893 2 0 6
26.02075 3.03801 2.97056 0.0294813  0 241.09 403896 2 0 6
26.05075 3.03954 2.96899 0.0306789  0 241.084 403899 2 0 6

#S 534  a2scan  tth 119.299 122.299  th 24.6955 26.1955  60 2
#D Sun May 12 06:53:05 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.008396372 3.000555293 0.006516762788 1.5406 -4.343507494 4.387378792 -35 81.13532235 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.0084 3.00056 0.00651676
#P0 120.7995 25.4455 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 0K  241.084K 
#N 11
#L 2Th  Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
119.2995 24.6955 2.98577 2.97799 0.00646775  241.996 241.076 403916 2 0 4
119.3495 24.7205 2.98653 2.97875 0.0064694  241.996 241.083 403921 2 0 5
119.3995 24.7455 2.98729 2.97951 0.00647105  241.998 241.072 403926 2 0 5
119.4495 24.7705 2.98805 2.98027 0.0064727  241.995 241.062 403931 2 0 11
119.4995 24.7955 2.98881 2.98102 0.00647435  242 241.062 403937 2 0 8
119.5495 24.8205 2.98958 2.98178 0.00647599  241.996 241.055 403942 2 0 7
119.5995 24.8455 2.99033 2.98254 0.00647764  241.998 241.065 403947 2 0 14
119.6495 24.8705 2.99109 2.9833 0.00647928  0 241.064 403952 2 0 18
119.6995 24.8955 2.99185 2.98405 0.00648093  241.997 241.049 403955 2 0 40
119.7495 24.9205 2.99261 2.98481 0.00648257  241.997 241.051 403960 2 0 40
119.7995 24.9455 2.99337 2.98557 0.00648421  241.998 241.05 403965 2 0 35
119.8495 24.9705 2.99412 2.98632 0.00648585  241.998 241.058 403970 2 0 51
119.8995 24.9955 2.99488 2.98708 0.00648749  241.997 0 403975 2 0 68
119.9495 25.0205 2.99564 2.98783 0.00648912  241.999 241.07 403981 2 0 68
119.9995 25.0455 2.99639 2.98858 0.00649076  241.997 241.057 403986 2 0 78
120.0495 25.0705 2.99715 2.98933 0.00649239  241.999 241.044 403991 2 0 122
120.0995 25.0955 2.9979 2.99009 0.00649403  0 241.061 403996 2 0 175
120.1495 25.1205 2.99865 2.99084 0.00649566  241.996 241.047 404001 2 0 167
120.1995 25.1455 2.99941 2.99159 0.00649729  241.999 241.062 404006 2 0 228
120.2495 25.1705 3.00016 2.99234 0.00649892  0 241.045 404011 2 0 294
120.2995 25.1955 3.00091 2.99309 0.00650055  241.999 241.04 404016 2 0 421
120.3495 25.2205 3.00166 2.99384 0.00650217  242 241.054 404022 2 0 539
120.3995 25.2455 3.00241 2.99459 0.0065038  241.999 241.041 404027 2 0 665
120.4495 25.2705 3.00316 2.99533 0.00650543  0 241.056 404032 2 0 874
120.4995 25.2955 3.00391 2.99608 0.00650705  242.001 241.051 404037 2 0 985
120.5495 25.3205 3.00466 2.99683 0.00650867  241.998 241.045 404042 2 0 1177
120.5995 25.3455 3.00541 2.99758 0.00651029  241.999 241.047 404047 2 0 1230
120.6495 25.3705 3.00616 2.99832 0.00651191  0 241.038 404052 2 0 1259
120.6995 25.3955 3.0069 2.99907 0.00651353  242 241.039 404057 2 0 1306
120.7495 25.4205 3.00765 2.99981 0.00651515  241.999 241.037 404062 2 0 1164
120.7995 25.4455 3.0084 3.00056 0.00651676  241.999 241.041 404068 2 0 1081
120.8495 25.4705 3.00914 3.0013 0.00651838  241.999 241.023 404073 2 0 984
120.8995 25.4955 3.00989 3.00204 0.00651999  242 241.034 404078 2 0 787
120.9495 25.5205 3.01063 3.00278 0.0065216  242 241.031 404083 2 0 735
120.9995 25.5455 3.01137 3.00353 0.00652321  241.999 241.033 404088 2 0 665
121.0495 25.5705 3.01212 3.00427 0.00652482  0 241.047 404093 2 0 562
121.0995 25.5955 3.01286 3.00501 0.00652643  242 0 404098 2 0 468
121.1495 25.6205 3.0136 3.00575 0.00652804  241.999 241.045 404103 2 0 403
121.1995 25.6455 3.01434 3.00649 0.00652965  242.001 241.048 404109 2 0 383
121.2495 25.6705 3.01508 3.00723 0.00653125  242 241.017 404114 2 0 288
121.2995 25.6955 3.01582 3.00796 0.00653285  241.999 241.033 404119 2 0 242
121.3495 25.7205 3.01656 3.0087 0.00653446  242.001 241.025 404124 2 0 174
121.3995 25.7455 3.0173 3.00944 0.00653606  241.998 241.046 404129 2 0 144
121.4495 25.7705 3.01804 3.01018 0.00653766  242 241.029 404134 2 0 113
121.4995 25.7955 3.01878 3.01091 0.00653926  0 241.041 404139 2 0 92
121.5495 25.8205 3.01952 3.01165 0.00654085  241.999 241.023 404144 2 0 65
121.5995 25.8455 3.02025 3.01238 0.00654245  241.999 241.034 404149 2 0 39
121.6495 25.8705 3.02099 3.01312 0.00654404  242 241.042 404155 2 0 22
121.6995 25.8955 3.02173 3.01385 0.00654564  0 241.042 404160 2 0 23
121.7495 25.9205 3.02246 3.01458 0.00654723  241.998 241.046 404165 2 0 22
121.7995 25.9455 3.0232 3.01532 0.00654882  241.999 241.038 404170 2 0 9
121.8495 25.9705 3.02393 3.01605 0.00655041  241.998 241.036 404175 2 0 4
121.8995 25.9955 3.02466 3.01678 0.006552  0 241.029 404180 2 0 9
121.9495 26.0205 3.0254 3.01751 0.00655359  242 241.041 404185 2 0 1
121.9995 26.0455 3.02613 3.01824 0.00655517  241.999 241.044 404190 2 0 7
122.0495 26.0705 3.02686 3.01897 0.00655676  241.997 241.036 404196 2 0 2
122.0995 26.0955 3.02759 3.0197 0.00655834  0 241.023 404201 2 0 2
122.1495 26.1205 3.02832 3.02043 0.00655992  242 241.043 404206 2 0 0
122.1995 26.1455 3.02905 3.02116 0.0065615  242 241.033 404211 2 0 1
122.2495 26.1705 3.02978 3.02188 0.00656308  242 241.045 404216 2 0 1
122.2995 26.1955 3.03051 3.02261 0.00656466  0 241.035 404221 2 0 3
#C Sun May 12 06:58:31 2019.  Temperature Setpoint at 241.
#C Sun May 12 06:58:33 2019.  Temperature Setpoint at 241.

#S 535  ascan  th 24.8455 26.0455  40 2
#D Sun May 12 07:00:33 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.008396372 3.000555293 0.006516762788 1.5406 -4.343507494 4.387378792 -35 81.13532235 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.0084 3.00056 0.00651676
#P0 120.7995 25.4455 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 242K  241.038K 
#N 10
#L Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
24.8455 2.97719 3.03152 -0.0174365  240.987 240.363 404359 2 0 8
24.8755 2.97876 3.02998 -0.0162389  0 240.347 404362 2 0 4
24.9055 2.98032 3.02844 -0.0150412  0 240.336 404365 2 0 5
24.9355 2.98189 3.0269 -0.0138436  240.985 240.33 404368 2 0 8
24.9655 2.98346 3.02535 -0.0126459  240.988 240.31 404371 2 0 8
24.9955 2.98502 3.02381 -0.0114483  240.987 240.309 404374 2 0 18
25.0255 2.98658 3.02227 -0.0102506  0 240.283 404377 2 0 15
25.0555 2.98815 3.02072 -0.00905296  0 240.285 404380 2 0 18
25.0855 2.98971 3.01917 -0.0078553  0 240.275 404383 2 0 34
25.1155 2.99127 3.01763 -0.00665763  0 240.26 404386 2 0 65
25.1455 2.99283 3.01608 -0.00545996  0 240.25 404389 2 0 89
25.1755 2.99439 3.01453 -0.00426229  0 240.256 404392 2 0 161
25.2055 2.99595 3.01298 -0.00306462  0 240.243 404395 2 0 252
25.2355 2.99751 3.01143 -0.00186694  0 240.231 404398 2 0 269
25.2655 2.99907 3.00988 -0.000669269  0 240.24 404401 2 0 373
25.2955 3.00063 3.00833 0.000528404  0 240.243 404404 2 0 499
25.3255 3.00218 3.00677 0.00172608  0 240.237 404407 2 0 590
25.3555 3.00374 3.00522 0.00292375  0 240.203 404410 2 0 831
25.3855 3.00529 3.00367 0.00412142  0 240.193 404413 2 0 946
25.4155 3.00684 3.00211 0.00531909  0 240.184 404416 2 0 1028
25.4455 3.0084 3.00056 0.00651676  0 240.196 404419 2 0 1099
25.4755 3.00995 2.999 0.00771443  0 240.188 404422 2 0 1085
25.5055 3.0115 2.99744 0.0089121  0 240.178 404425 2 0 997
25.5355 3.01305 2.99588 0.0101098  0 240.173 404428 2 0 940
25.5655 3.0146 2.99432 0.0113074  0 240.169 404431 2 0 687
25.5955 3.01615 2.99276 0.0125051  0 240.169 404434 2 0 494
25.6255 3.01769 2.9912 0.0137027  0 240.164 404437 2 0 302
25.6555 3.01924 2.98964 0.0149004  0 240.162 404440 2 0 168
25.6855 3.02079 2.98808 0.016098  0 240.153 404443 2 0 101
25.7155 3.02233 2.98651 0.0172957  0 240.157 404446 2 0 67
25.7455 3.02388 2.98495 0.0184933  0 240.147 404449 2 0 36
25.7755 3.02542 2.98338 0.0196909  0 240.144 404452 2 0 27
25.8055 3.02696 2.98182 0.0208886  0 240.145 404455 2 0 14
25.8355 3.02851 2.98025 0.0220862  0 240.137 404458 2 0 23
25.8655 3.03005 2.97868 0.0232838  0 240.131 404461 2 0 22
25.8955 3.03159 2.97712 0.0244814  0 240.13 404464 2 0 4
25.9255 3.03313 2.97555 0.025679  0 240.128 404467 2 0 6
25.9555 3.03466 2.97398 0.0268766  0 240.137 404470 2 0 7
25.9855 3.0362 2.97241 0.0280742  0 240.124 404473 2 0 10
26.0155 3.03774 2.97083 0.0292718  0 240.125 404476 2 0 7
26.0455 3.03928 2.96926 0.0304693  0 240.127 404479 2 0 5

#S 536  a2scan  tth 119.299 122.299  th 24.6995 26.1995  60 2
#D Sun May 12 07:02:44 2019
#T 2  (Seconds)
#G0 1 0 0 0 0 1 0 0 0 0 0 0 50 0 0.1 0 68 68 50 -1 1 1 3.13542 3.13542 0 463.6 838.8
#G1 3.764246411 3.764246411 13.15 90 90 90 1.669174815 1.669174815 0.4778087686 90 90 90 3 3 0 3 1 0 120.4995 25.24975 0.723 21.66425 0 0 80.62475 20.3125 4.96 33 0 0 1.5406 1.5406
#G3 1.415202149 0.8815720136 0.02250008544 0.8616322396 -1.406170782 0.07377271607 0.2023297414 -0.1779299856 -0.471542736
#G4 3.008603326 3.000347754 0.006676451926 1.5406 -4.34296911 4.387915446 -35 81.13532411 0 0 0 0 0 0 0 0 -180 -180 -180 -180 -180 -180 -180 -180 -180 0
#Q 3.0086 3.00035 0.00667645
#P0 120.7995 25.4495 0.707 21.69625 -9.51875 11.86625 13.21 11.20125
#P1 24.50625 19.125 2.68 7.105 
#X 0K  240.127K 
#N 11
#L 2Th  Th  H  K  L    TempA  TempC  Epoch  Seconds  Monitor  Detector
119.2995 24.6995 2.98597 2.97778 0.00662623  240.999 240.122 404494 2 0 5
119.3495 24.7245 2.98674 2.97854 0.00662793  0 240.105 404499 2 0 3
119.3995 24.7495 2.9875 2.9793 0.00662962  240.996 240.106 404505 2 0 7
119.4495 24.7745 2.98826 2.98006 0.00663131  240.996 240.096 404510 2 0 3
119.4995 24.7995 2.98902 2.98082 0.006633  240.996 240.097 404515 2 0 10
119.5495 24.8245 2.98978 2.98158 0.00663468  240.996 240.091 404520 2 0 12
119.5995 24.8495 2.99054 2.98233 0.00663637  240.998 240.095 404525 2 0 21
119.6495 24.8745 2.9913 2.98309 0.00663805  240.996 240.087 404530 2 0 24
119.6995 24.8995 2.99206 2.98385 0.00663974  240.997 240.097 404535 2 0 28
119.7495 24.9245 2.99282 2.9846 0.00664142  0 240.084 404540 2 0 43
119.7995 24.9495 2.99357 2.98536 0.0066431  240.997 240.083 404545 2 0 42
119.8495 24.9745 2.99433 2.98611 0.00664478  240.997 240.072 404550 2 0 59
119.8995 24.9995 2.99509 2.98687 0.00664646  0 240.085 404555 2 0 58
119.9495 25.0245 2.99584 2.98762 0.00664813  240.997 0 404561 2 0 60
119.9995 25.0495 2.9966 2.98838 0.00664981  240.998 240.07 404566 2 0 95
120.0495 25.0745 2.99735 2.98913 0.00665149  240.997 240.075 404571 2 0 110
120.0995 25.0995 2.99811 2.98988 0.00665316  241 240.088 404576 2 0 136
120.1495 25.1245 2.99886 2.99063 0.00665483  0 240.09 404581 2 0 178
120.1995 25.1495 2.99961 2.99138 0.0066565  241 240.07 404586 2 0 223
120.2495 25.1745 3.00037 2.99213 0.00665817  240.998 240.065 404591 2 0 303
120.2995 25.1995 3.00112 2.99288 0.00665984  240.999 240.067 404596 2 0 361
120.3495 25.2245 3.00187 2.99363 0.00666151  0 240.069 404601 2 0 515
120.3995 25.2495 3.00262 2.99438 0.00666317  241 240.061 404606 2 0 664
120.4495 25.2745 3.00337 2.99513 0.00666484  240.999 240.076 404611 2 0 801
120.4995 25.2995 3.00412 2.99588 0.0066665  240.999 240.063 404617 2 0 892
120.5495 25.3245 3.00487 2.99662 0.00666816  0 240.062 404622 2 0 1111
120.5995 25.3495 3.00562 2.99737 0.00666982  241 240.069 404627 2 0 1238
120.6495 25.3745 3.00636 2.99811 0.00667148  240.999 240.063 404632 2 0 1306
120.6995 25.3995 3.00711 2.99886 0.00667314  240.998 240.068 404637 2 0 1258
120.7495 25.4245 3.00786 2.9996 0.0066748  241 240.066 404642 2 0 1148
120.7995 25.4495 3.0086 3.00035 0.00667645  240.999 240.06 404647 2 0 1076
120.8495 25.4745 3.00935 3.00109 0.00667811  241.001 0 404652 2 0 941
120.8995 25.4995 3.01009 3.00183 0.00667976  240.998 240.068 404658 2 0 844
120.9495 25.5245 3.01084 3.00258 0.00668141  241.001 240.056 404663 2 0 689
120.9995 25.5495 3.01158 3.00332 0.00668306  240.998 240.06 404668 2 0 615
